time,sv,doppler
2026-01-11 00:45:24.000,G12,-2025.206
2026-01-11 00:45:26.000,G01,-3521.304
2026-01-11 00:45:26.000,G12,-2025.524
2026-01-11 00:45:28.000,G01,-3521.849
2026-01-11 00:45:28.000,G12,-2026.979
2026-01-11 00:45:30.000,G01,-3521.528
2026-01-11 00:45:30.000,G12,-2027.299
2026-01-11 00:45:32.000,G01,-3522.807
2026-01-11 00:45:32.000,G12,-2030.453
2026-01-11 00:45:34.000,G01,-3522.568
2026-01-11 00:45:34.000,G12,-2028.625
2026-01-11 00:45:36.000,G01,-3523.451
2026-01-11 00:45:36.000,G12,-2030.652
2026-01-11 00:45:38.000,G01,-3524.578
2026-01-11 00:45:38.000,G12,-2031.914
2026-01-11 00:45:40.000,G01,-3524.707
2026-01-11 00:45:40.000,G12,-2033.278
2026-01-11 00:45:42.000,G01,-3525.636
2026-01-11 00:45:42.000,G12,-2034.261
2026-01-11 00:45:44.000,G01,-3526.002
2026-01-11 00:45:44.000,G12,-2035.235
2026-01-11 00:45:46.000,G01,-3526.33
2026-01-11 00:45:46.000,G12,-2036.319
2026-01-11 00:45:48.000,G01,-3527.375
2026-01-11 00:45:48.000,G12,-2037.831
2026-01-11 00:45:50.000,G01,-3526.779
2026-01-11 00:45:50.000,G12,-2037.877
2026-01-11 00:45:52.000,G01,-3528.136
2026-01-11 00:45:52.000,G12,-2039.804
2026-01-11 00:45:54.000,G01,-3528.417
2026-01-11 00:45:54.000,G12,-2040.4
2026-01-11 00:45:56.000,G01,-3528.195
2026-01-11 00:45:56.000,G12,-2040.466
2026-01-11 00:45:58.000,G01,-3528.286
2026-01-11 00:45:58.000,G12,-2041.07
2026-01-11 00:46:00.000,G01,-3529.657
2026-01-11 00:46:00.000,G12,-2043.31
2026-01-11 00:46:02.000,G01,-3530.118
2026-01-11 00:46:02.000,G12,-2044.193
2026-01-11 00:46:04.000,G01,-3530.896
2026-01-11 00:46:04.000,G12,-2045.648
2026-01-11 00:46:06.000,G01,-3531.195
2026-01-11 00:46:06.000,G12,-2046.188
2026-01-11 00:46:08.000,G01,-3531.491
2026-01-11 00:46:08.000,G12,-2047.327
2026-01-11 00:46:10.000,G01,-3532.097
2026-01-11 00:46:10.000,G12,-2047.855
2026-01-11 00:46:12.000,G01,-3531.903
2026-01-11 00:46:12.000,G12,-2048.816
2026-01-11 00:46:14.000,G01,-3532.012
2026-01-11 00:46:14.000,G12,-2048.995
2026-01-11 00:46:16.000,G01,-3532.606
2026-01-11 00:46:16.000,G12,-2050.135
2026-01-11 00:46:18.000,G01,-3533.814
2026-01-11 00:46:18.000,G12,-2051.958
2026-01-11 00:46:20.000,G01,-3533.968
2026-01-11 00:46:20.000,G12,-2052.524
2026-01-11 00:46:22.000,G01,-3534.53
2026-01-11 00:46:22.000,G12,-2053.507
2026-01-11 00:46:24.000,G01,-3535.507
2026-01-11 00:46:24.000,G12,-2055.363
2026-01-11 00:46:26.000,G01,-3535.449
2026-01-11 00:46:26.000,G12,-2055.403
2026-01-11 00:46:28.000,G01,-3536.675
2026-01-11 00:46:28.000,G12,-2057.363
2026-01-11 00:46:30.000,G01,-3536.761
2026-01-11 00:46:30.000,G12,-2058.021
2026-01-11 00:46:32.000,G01,-3537.167
2026-01-11 00:46:32.000,G12,-2058.929
2026-01-11 00:46:34.000,G01,-3537.901
2026-01-11 00:46:34.000,G12,-2060.096
2026-01-11 00:46:36.000,G01,-3537.995
2026-01-11 00:46:36.000,G12,-2060.622
2026-01-11 00:46:38.000,G01,-3538.041
2026-01-11 00:46:38.000,G12,-2061.424
2026-01-11 00:46:40.000,G01,-3539.355
2026-01-11 00:46:40.000,G12,-2063.035
2026-01-11 00:46:42.000,G01,-3539.739
2026-01-11 00:46:42.000,G12,-2064.26
2026-01-11 00:46:44.000,G01,-3540.423
2026-01-11 00:46:44.000,G12,-2065.31
2026-01-11 00:46:46.000,G01,-3541.494
2026-01-11 00:46:46.000,G12,-2066.661
2026-01-11 00:46:48.000,G01,-3541.587
2026-01-11 00:46:48.000,G12,-2067.142
2026-01-11 00:46:50.000,G01,-3541.622
2026-01-11 00:46:50.000,G12,-2067.833
2026-01-11 00:46:52.000,G01,-3542.09
2026-01-11 00:46:52.000,G12,-2069.166
2026-01-11 00:46:54.000,G01,-3543.147
2026-01-11 00:46:54.000,G12,-2070.278
2026-01-11 00:46:56.000,G01,-3542.103
2026-01-11 00:46:56.000,G12,-2069.981
2026-01-11 00:46:58.000,G01,-3543.096
2026-01-11 00:46:58.000,G12,-2071.394
2026-01-11 00:47:00.000,G01,-3544.071
2026-01-11 00:47:00.000,G12,-2073.024
2026-01-11 00:47:02.000,G01,-3545.773
2026-01-11 00:47:02.000,G12,-2074.951
2026-01-11 00:47:04.000,G01,-3544.965
2026-01-11 00:47:04.000,G12,-2074.87
2026-01-11 00:47:06.000,G01,-3545.153
2026-01-11 00:47:06.000,G12,-2075.497
2026-01-11 00:47:08.000,G01,-3546.046
2026-01-11 00:47:08.000,G12,-2076.849
2026-01-11 00:47:10.000,G01,-3546.805
2026-01-11 00:47:10.000,G12,-2078.161
2026-01-11 00:47:12.000,G01,-3547.202
2026-01-11 00:47:12.000,G12,-2079.594
2026-01-11 00:47:14.000,G01,-3546.853
2026-01-11 00:47:14.000,G12,-2079.301
2026-01-11 00:47:16.000,G01,-3548.57
2026-01-11 00:47:16.000,G12,-2081.633
2026-01-11 00:47:18.000,G01,-3548.18
2026-01-11 00:47:18.000,G12,-2081.562
2026-01-11 00:47:20.000,G01,-3548.122
2026-01-11 00:47:20.000,G12,-2082.174
2026-01-11 00:47:22.000,G01,-3548.877
2026-01-11 00:47:22.000,G12,-2083.362
2026-01-11 00:47:24.000,G01,-3549.887
2026-01-11 00:47:24.000,G12,-2085.441
2026-01-11 00:47:26.000,G01,-3550.285
2026-01-11 00:47:26.000,G12,-2085.674
2026-01-11 00:47:28.000,G01,-3550.3
2026-01-11 00:47:28.000,G12,-2086.564
2026-01-11 00:47:30.000,G01,-3550.842
2026-01-11 00:47:30.000,G12,-2087.669
2026-01-11 00:47:32.000,G01,-3551.288
2026-01-11 00:47:32.000,G12,-2088.439
2026-01-11 00:47:34.000,G01,-3551.911
2026-01-11 00:47:34.000,G12,-2089.977
2026-01-11 00:47:36.000,G01,-3552.13
2026-01-11 00:47:36.000,G12,-2090.656
2026-01-11 00:47:38.000,G01,-3553.278
2026-01-11 00:47:38.000,G12,-2092.464
2026-01-11 00:47:40.000,G01,-3553.123
2026-01-11 00:47:40.000,G12,-2092.474
2026-01-11 00:47:42.000,G01,-3553.904
2026-01-11 00:47:42.000,G12,-2093.605
2026-01-11 00:47:44.000,G01,-3553.505
2026-01-11 00:47:44.000,G12,-2093.613
2026-01-11 00:47:46.000,G01,-3554.045
2026-01-11 00:47:46.000,G12,-2094.792
2026-01-11 00:47:48.000,G01,-3555.09
2026-01-11 00:47:48.000,G12,-2096.206
2026-01-11 00:47:50.000,G01,-3556.135
2026-01-11 00:47:50.000,G12,-2097.847
2026-01-11 00:47:52.000,G01,-3556.306
2026-01-11 00:47:52.000,G12,-2098.702
2026-01-11 00:47:54.000,G01,-3555.734
2026-01-11 00:47:54.000,G12,-2098.4
2026-01-11 00:47:56.000,G01,-3557.507
2026-01-11 00:47:56.000,G12,-2100.828
2026-01-11 00:47:58.000,G01,-3557.792
2026-01-11 00:47:58.000,G12,-2101.47
2026-01-11 00:48:00.000,G01,-3558.201
2026-01-11 00:48:00.000,G12,-2102.43
2026-01-11 00:48:02.000,G01,-3557.613
2026-01-11 00:48:02.000,G12,-2102.395
2026-01-11 00:48:04.000,G01,-3559.304
2026-01-11 00:48:04.000,G12,-2104.661
2026-01-11 00:48:06.000,G01,-3560.066
2026-01-11 00:48:06.000,G12,-2106.234
2026-01-11 00:48:08.000,G01,-3559.406
2026-01-11 00:48:08.000,G12,-2105.578
2026-01-11 00:48:10.000,G01,-3560.495
2026-01-11 00:48:10.000,G12,-2107.641
2026-01-11 00:48:12.000,G01,-3561.398
2026-01-11 00:48:12.000,G12,-2108.685
2026-01-11 00:48:14.000,G01,-3561.977
2026-01-11 00:48:14.000,G12,-2109.944
2026-01-11 00:48:16.000,G01,-3562.024
2026-01-11 00:48:16.000,G12,-2110.665
2026-01-11 00:48:18.000,G01,-3561.385
2026-01-11 00:48:18.000,G12,-2110.381
2026-01-11 00:48:20.000,G01,-3562.089
2026-01-11 00:48:20.000,G12,-2111.665
2026-01-11 00:48:22.000,G01,-3562.959
2026-01-11 00:48:22.000,G12,-2113.259
2026-01-11 00:48:24.000,G01,-3564.405
2026-01-11 00:48:24.000,G12,-2114.687
2026-01-11 00:48:26.000,G01,-3563.95
2026-01-11 00:48:26.000,G12,-2114.845
2026-01-11 00:48:28.000,G01,-3564.186
2026-01-11 00:48:28.000,G12,-2115.521
2026-01-11 00:48:30.000,G01,-3564.786
2026-01-11 00:48:30.000,G12,-2116.908
2026-01-11 00:48:32.000,G01,-3566.078
2026-01-11 00:48:32.000,G12,-2118.684
2026-01-11 00:48:34.000,G01,-3565.314
2026-01-11 00:48:34.000,G12,-2118.554
2026-01-11 00:48:36.000,G01,-3566.334
2026-01-11 00:48:36.000,G12,-2119.826
2026-01-11 00:48:38.000,G01,-3566.934
2026-01-11 00:48:38.000,G12,-2120.749
2026-01-11 00:48:40.000,G01,-3567.23
2026-01-11 00:48:40.000,G12,-2121.747
2026-01-11 00:48:42.000,G01,-3567.254
2026-01-11 00:48:42.000,G12,-2122.19
2026-01-11 00:48:44.000,G01,-3568.703
2026-01-11 00:48:44.000,G12,-2124.279
2026-01-11 00:48:46.000,G01,-3569.164
2026-01-11 00:48:46.000,G12,-2125.304
2026-01-11 00:48:48.000,G01,-3569.219
2026-01-11 00:48:48.000,G12,-2125.9
2026-01-11 00:48:50.000,G01,-3569.504
2026-01-11 00:48:50.000,G12,-2126.64
2026-01-11 00:48:52.000,G01,-3569.366
2026-01-11 00:48:52.000,G12,-2127.14
2026-01-11 00:48:54.000,G01,-3570.845
2026-01-11 00:48:54.000,G12,-2129.144
2026-01-11 00:48:56.000,G01,-3570.929
2026-01-11 00:48:56.000,G12,-2129.484
2026-01-11 00:48:58.000,G01,-3570.857
2026-01-11 00:48:58.000,G12,-2130.187
2026-01-11 00:49:00.000,G01,-3571.648
2026-01-11 00:49:00.000,G12,-2131.424
2026-01-11 00:49:02.000,G01,-3574.148
2026-01-11 00:49:02.000,G12,-2134.526
2026-01-11 00:49:04.000,G01,-3573.014
2026-01-11 00:49:04.000,G12,-2133.809
2026-01-11 00:49:06.000,G01,-3573.571
2026-01-11 00:49:06.000,G12,-2134.891
2026-01-11 00:49:08.000,G01,-3574.061
2026-01-11 00:49:08.000,G12,-2135.807
2026-01-11 00:49:10.000,G01,-3574.651
2026-01-11 00:49:10.000,G12,-2137.089
2026-01-11 00:49:12.000,G01,-3574.851
2026-01-11 00:49:12.000,G12,-2137.635
2026-01-11 00:49:14.000,G01,-3574.977
2026-01-11 00:49:14.000,G12,-2138.272
2026-01-11 00:49:16.000,G01,-3575.434
2026-01-11 00:49:16.000,G12,-2139.209
2026-01-11 00:49:18.000,G01,-3575.645
2026-01-11 00:49:18.000,G12,-2140.075
2026-01-11 00:49:20.000,G01,-3576.589
2026-01-11 00:49:20.000,G12,-2141.517
2026-01-11 00:49:22.000,G01,-3577.369
2026-01-11 00:49:22.000,G12,-2143.044
2026-01-11 00:49:24.000,G01,-3577.921
2026-01-11 00:49:24.000,G12,-2143.545
2026-01-11 00:49:26.000,G01,-3577.313
2026-01-11 00:49:26.000,G12,-2143.733
2026-01-11 00:49:28.000,G01,-3578.699
2026-01-11 00:49:28.000,G12,-2145.659
2026-01-11 00:49:30.000,G01,-3578.673
2026-01-11 00:49:30.000,G12,-2145.943
2026-01-11 00:49:32.000,G01,-3578.975
2026-01-11 00:49:32.000,G12,-2146.656
2026-01-11 00:49:34.000,G01,-3580.265
2026-01-11 00:49:34.000,G12,-2148.595
2026-01-11 00:49:36.000,G01,-3579.066
2026-01-11 00:49:36.000,G12,-2148.071
2026-01-11 00:49:38.000,G01,-3580.406
2026-01-11 00:49:38.000,G12,-2149.87
2026-01-11 00:49:40.000,G01,-3582.053
2026-01-11 00:49:40.000,G12,-2152.075
2026-01-11 00:49:42.000,G01,-3581.192
2026-01-11 00:49:42.000,G12,-2151.39
2026-01-11 00:49:44.000,G01,-3582.081
2026-01-11 00:49:44.000,G12,-2153.118
2026-01-11 00:49:46.000,G01,-3582.531
2026-01-11 00:49:46.000,G12,-2154.225
2026-01-11 00:49:48.000,G01,-3583.024
2026-01-11 00:49:48.000,G12,-2155.263
2026-01-11 00:49:50.000,G01,-3583.227
2026-01-11 00:49:50.000,G12,-2155.501
2026-01-11 00:49:52.000,G01,-3583.53
2026-01-11 00:49:52.000,G12,-2156.604
2026-01-11 00:49:54.000,G01,-3585.198
2026-01-11 00:49:54.000,G12,-2158.973
2026-01-11 00:49:56.000,G01,-3585.224
2026-01-11 00:49:56.000,G12,-2159.337
2026-01-11 00:49:58.000,G01,-3586.026
2026-01-11 00:49:58.000,G12,-2160.673
2026-01-11 00:50:00.000,G01,-3585.681
2026-01-11 00:50:00.000,G12,-2160.784
2026-01-11 00:50:02.000,G01,-3586.453
2026-01-11 00:50:02.000,G12,-2162.304
2026-01-11 00:50:04.000,G01,-3586.284
2026-01-11 00:50:04.000,G12,-2162.482
2026-01-11 00:50:06.000,G01,-3587.763
2026-01-11 00:50:06.000,G12,-2164.309
2026-01-11 00:50:08.000,G01,-3587.213
2026-01-11 00:50:08.000,G12,-2164.542
2026-01-11 00:50:10.000,G01,-3587.181
2026-01-11 00:50:10.000,G12,-2165.319
2026-01-11 00:50:12.000,G01,-3587.319
2026-01-11 00:50:12.000,G12,-2165.399
2026-01-11 00:50:14.000,G01,-3589.351
2026-01-11 00:50:14.000,G12,-2167.674
2026-01-11 00:50:16.000,G01,-3589.438
2026-01-11 00:50:16.000,G12,-2168.344
2026-01-11 00:50:18.000,G01,-3589.721
